Username,Email,Department,Employee Class,Title,Organization,Manager Name,User Status,AI Service (Normalized),AI Services,Total AI Services,Has AI Extensions Installed,Has AI Service License,Ai Service Event Count,Ai Service Connection Count,Ai Service File Upload Count,Ai Service Copy Paste Count,Ai Service PII Detection Count,Average Risk Score,Last Access Timestamp,Operating Systems,Endpoint Machine,AI Tool Vendor,AI Tool Category,AI Tool Region,AI Tool Data Location,Has BAA,Has DPA,Approved for Use,Risk Classification,Data Classification,Handles PHI,Handles PII,Handles Financial Data,Encryption Status,User Location,User Role,Access Level,Clearance Level,Training Completed,Last Certification Date,Consent Status,Data Retention Policy,Deletion Request Status,Sensitive Data Access Count,Policy Violations Count,Anomaly Flags,Incident Status,Vendor Risk Score,Vendor Assessment Date,SLA/SLO Status
simmonsbobby,cruzphillip@customer.com,Engineering,Contractor,"Therapist, music",customer.com,Brandon Jones,Inactive,Gemini,"Gemini,ChatGPT",2,False,False,247,60,3,43,2,97.2,2026-01-19T11:00:01.387243Z,Ubuntu 22.04,zq70-69590,Microsoft,Code Assistant,EU,EU-West,Yes,Pending,Restricted,Low,PII,False,True,False,,EU-FR,Finance,Elevated,Confidential,True,2025-04-05,Withdrawn,Indefinite,,10,13,Geo Anomaly,,58,2026-01-20,At Risk
josephmccann,matabrian@customer.com,R&D,Intern,Press sub,customer.com,Michelle Moore,Terminated,Bing,"Bing,Copilot,ChatGPT",3,True,True,439,200,7,22,4,23.4,2026-01-11T06:20:01.388572Z,Windows 10,rh48-34837,OpenAI,Analytics,APAC,US-West,,No,Under Review,High,Public,False,False,False,,US-NY,Exec,Elevated,Top-Secret,True,2025-03-06,,1yr,Pending,138,14,Excessive Upload,,76,2026-01-20,Breach
cynthiagarcia,myerskevin@customer.com,HR,Vendor,Herbalist,customer.com,Robert Smith,Terminated,Gemini,Gemini,1,True,True,202,175,4,11,0,56.9,2026-01-17T21:23:01.389427Z,Windows 11,bT62-78566,Nvidia,Chat Assistant,APAC,US-East,No,,Prohibited,Critical,PII,False,True,False,Encrypted in Transit,EU-FR,Clinical,Standard,Confidential,True,2025-12-17,Withdrawn,90d,Pending,143,9,Excessive Upload,Resolved,15,2026-01-20,At Risk
ramirezpatricia,kristahernandez@customer.com,Sales,Full-Time,Geophysicist/field seismologist,customer.com,Gregory Johnson,Active,ChatGPT,ChatGPT,1,True,False,269,122,8,29,3,82.7,2025-12-23T09:42:01.390281Z,macOS 13,iz82-09722,Google,Copilot,US,Multi-Region,No,,Approved,High,PII,False,True,False,,EU-FR,Clinical,Elevated,,False,2026-01-06,Withdrawn,Indefinite,,150,4,,Breach,39,2026-01-20,Breach
kmorrison,connieflores@customer.com,Legal,Full-Time,"Engineer, maintenance (IT)",customer.com,Evan Acosta,Active,Claude,Claude,1,False,True,287,118,5,17,3,23.7,2026-01-15T16:52:01.391115Z,macOS 14,kz77-31057,Anthropic,Code Assistant,US,US-East,No,,Approved,High,Internal,False,False,False,Encrypted at Rest,US-CA,Admin,Standard,Secret,True,2025-06-18,,Indefinite,Completed,12,2,Geo Anomaly,Resolved,58,2026-01-20,Breach
mrivera,reyeserica@customer.com,Sales,Contractor,Stage manager,customer.com,James Davis,Active,Copilot,Copilot,1,True,False,500,44,7,35,2,26.6,2026-01-09T15:45:01.392296Z,Windows 11,wT60-83823,OpenAI,Analytics,APAC,EU-West,No,,Restricted,Low,Financial,False,True,True,Encrypted in Transit,EU-NL,Finance,Admin,,True,2025-07-15,Withdrawn,30d,,3,18,Unusual Hours,Resolved,67,2026-01-20,At Risk
rwashington,fullerchristopher@customer.com,Marketing,Vendor,Drilling engineer,customer.com,Caitlyn Adams,Terminated,Gemini,"Gemini,Copilot,Bing",3,False,False,419,25,0,44,2,49.9,2026-01-15T19:49:01.393119Z,Windows 11,ww50-23404,Google,Copilot,APAC,US-West,No,Yes,Prohibited,High,Confidential,False,False,False,Encrypted in Transit,US-NY,Admin,Admin,,True,2025-05-10,,30d,Pending,15,16,,,22,2026-01-20,Compliant
griffindaniel,cody56@customer.com,Finance,Contractor,Local government officer,customer.com,Jean Golden,Active,ChatGPT,ChatGPT,1,True,False,328,56,2,30,1,15.7,2025-12-30T14:49:01.394154Z,macOS 14,gx36-93031,Anthropic,Analytics,EU,US-East,Yes,Yes,Prohibited,Medium,Public,False,False,False,Encrypted at Rest,EU-FR,Clinical,Admin,Confidential,True,2025-08-31,,Indefinite,,116,16,Multiple Flags,Under Investigation,42,2026-01-20,At Risk
sarahansen,donald18@customer.com,IT,Contractor,Animator,customer.com,Jennifer Barker,Inactive,Gemini,Gemini,1,False,True,485,192,3,17,0,80.1,2026-01-12T21:56:01.394909Z,macOS 13,EX56-74898,Anthropic,Code Assistant,EU,US-West,Yes,No,Prohibited,Medium,PII,False,True,False,Encrypted at Rest,APAC-SG,Admin,Privileged,Top-Secret,True,2025-09-22,Explicit,Indefinite,Pending,132,10,Unusual Hours,Under Investigation,77,2026-01-20,At Risk
scarter,hillrachel@customer.com,HR,Contractor,Make,customer.com,Stephanie Chavez,Inactive,ChatGPT,"ChatGPT,Perplexity,Gemini",3,False,True,158,27,1,33,2,93.1,2026-01-05T13:51:01.395918Z,macOS 13,We24-23688,Meta,Search,US,Multi-Region,No,Yes,Prohibited,High,Public,False,False,False,Both,US-NY,IT,Elevated,Top-Secret,True,2025-05-11,,30d,Pending,124,6,,Breach,70,2026-01-20,At Risk
brianna30,ifoster@customer.com,Finance,Full-Time,Astronomer,customer.com,Diana Smith,Suspended,Gemini,Gemini,1,True,True,78,172,5,31,3,80.2,2026-01-08T05:25:01.396856Z,Windows 11,Hr62-08274,Microsoft,Analytics,Global,US-West,No,Yes,Restricted,Critical,Financial,False,True,True,Encrypted at Rest,EU-NL,Admin,Standard,Confidential,True,2025-11-05,Implied,7yr,Pending,84,1,Geo Anomaly,Resolved,75,2026-01-20,Breach
mendozaamy,wadams@customer.com,Legal,Contractor,Best boy,customer.com,Mary Mendoza,Suspended,Perplexity,"Perplexity,Gemini",2,True,False,95,106,10,8,2,53.8,2025-12-27T01:06:01.397587Z,Windows 11,Ec21-48912,Google,GenAI,Global,EU-West,No,No,Approved,Low,Financial,False,True,True,Encrypted at Rest,APAC-SG,Exec,Standard,Secret,True,2025-04-13,,Indefinite,Completed,112,13,,,77,2026-01-20,Breach
joshua56,baileysherri@customer.com,IT,Contractor,"Engineer, civil (consulting)",customer.com,Mark Rubio,Inactive,Perplexity,"Perplexity,Gemini",2,True,False,366,49,6,36,5,72.1,2025-12-25T13:23:01.398550Z,Windows 11,LS18-07477,Meta,GenAI,EU,Multi-Region,Pending,Yes,Prohibited,Critical,Financial,False,True,True,Encrypted in Transit,US-MA,Exec,Admin,Secret,False,2025-07-07,Implied,90d,,68,17,Unusual Hours,Under Investigation,92,2026-01-20,At Risk
kimberlycampbell,ttaylor@customer.com,Sales,Contractor,Proofreader,customer.com,Amber Howard,Suspended,Bing,Bing,1,False,False,360,163,10,39,0,13.8,2026-01-15T06:58:01.399492Z,Ubuntu 22.04,iu78-58848,Google,Copilot,US,US-East,Yes,Yes,Under Review,Critical,Internal,False,False,False,Encrypted in Transit,US-CA,Exec,Standard,Secret,True,2025-08-24,Withdrawn,90d,Completed,85,13,Unusual Hours,Resolved,20,2026-01-20,Compliant
heathergordon,jeremiahwalls@customer.com,Sales,Vendor,General practice doctor,customer.com,Erika Stephens,Inactive,Copilot,Copilot,1,False,True,68,130,7,50,0,70.6,2026-01-05T11:09:01.400392Z,Windows 10,LY03-81084,Meta,Copilot,Global,EU-West,Pending,Yes,Under Review,Critical,PII,False,True,False,Both,EU-DE,Finance,Elevated,Top-Secret,True,2025-11-30,,90d,,157,6,Excessive Upload,Resolved,31,2026-01-20,Breach
erush,thomassilva@customer.com,Sales,Full-Time,Clinical research associate,customer.com,Theresa Bautista,Active,Copilot,"Copilot,Perplexity",2,False,True,411,32,9,12,5,82.3,2025-12-27T08:29:01.401324Z,Windows 10,fZ04-76469,OpenAI,GenAI,APAC,US-West,,Yes,Prohibited,Low,Internal,False,False,False,Both,US-NY,IT,Privileged,Top-Secret,False,2025-05-01,Withdrawn,Indefinite,,22,17,Unusual Hours,Resolved,86,2026-01-20,Compliant
sheila41,walkerjeremy@customer.com,IT,Vendor,Barrister's clerk,customer.com,Tiffany Lawrence,Active,Perplexity,"Perplexity,Copilot,Bing",3,False,False,204,21,10,23,2,88.6,2026-01-12T04:33:01.402545Z,Windows 10,gG25-50188,Microsoft,Search,EU,EU-Central,,Yes,Under Review,Low,Financial,False,True,True,Encrypted in Transit,EU-DE,IT,Admin,Secret,True,2025-03-02,Withdrawn,90d,Completed,66,18,,,30,2026-01-20,Breach
davidallen,ahuynh@customer.com,IT,Vendor,Geophysical data processor,customer.com,Brooke Simmons,Suspended,Claude,Claude,1,True,True,99,160,6,2,2,55.1,2026-01-12T05:52:01.403883Z,Windows 11,uz23-57195,Meta,GenAI,EU,EU-West,,,Restricted,Medium,Confidential,False,False,False,Both,US-CA,Clinical,Elevated,Secret,True,2025-05-19,,90d,Completed,95,0,Geo Anomaly,Under Investigation,89,2026-01-20,Compliant
sarahgarrett,milleranthony@customer.com,R&D,Full-Time,Community pharmacist,customer.com,Laura Jones,Suspended,Claude,"Claude,Copilot,ChatGPT",3,False,False,62,188,8,39,0,64.1,2026-01-03T23:01:01.404769Z,macOS 14,Zl46-28461,Google,Code Assistant,Global,US-East,No,Pending,Under Review,Critical,PII,False,True,False,Encrypted in Transit,EU-DE,Finance,Privileged,Top-Secret,False,2025-12-24,Explicit,1yr,Completed,86,7,Unusual Hours,Resolved,16,2026-01-20,Breach
gregory57,william12@customer.com,HR,Full-Time,Claims inspector/assessor,customer.com,Terri Garcia,Suspended,Gemini,"Gemini,Claude",2,True,False,187,30,9,33,5,35.0,2026-01-02T17:34:01.405416Z,Ubuntu 22.04,um84-39555,Google,Search,EU,EU-Central,Pending,No,Under Review,Medium,Public,False,False,False,Encrypted in Transit,APAC-SG,IT,Elevated,,True,2025-11-23,Withdrawn,30d,Pending,191,17,Unusual Hours,Resolved,46,2026-01-20,Compliant
dawn98,gainestimothy@customer.com,Sales,Intern,"Scientist, biomedical",customer.com,Emily Holloway,Active,Copilot,"Copilot,ChatGPT,Perplexity",3,True,False,306,171,0,6,1,88.8,2026-01-03T00:38:01.406266Z,macOS 13,Fg10-58826,Anthropic,GenAI,US,US-West,Yes,Yes,Prohibited,Low,PHI,True,True,False,Both,EU-FR,Admin,Privileged,Confidential,True,2025-03-05,Explicit,7yr,,152,7,,Resolved,59,2026-01-20,At Risk
amanda48,mosleyjames@customer.com,Finance,Contractor,Arts administrator,customer.com,Justin Wright,Suspended,ChatGPT,"ChatGPT,Gemini,Bing",3,False,True,31,63,5,32,3,6.0,2026-01-18T09:14:01.407147Z,macOS 13,fp25-22933,OpenAI,Chat Assistant,EU,EU-Central,Pending,,Under Review,Medium,PHI,True,True,False,Encrypted in Transit,EU-DE,Clinical,Privileged,,True,2026-01-08,Implied,90d,,2,11,Geo Anomaly,Resolved,23,2026-01-20,Breach
imann,rmoyer@customer.com,Engineering,Full-Time,Mudlogger,customer.com,Daniel Pittman,Active,Perplexity,Perplexity,1,False,False,356,26,2,17,5,23.4,2026-01-15T01:19:01.408062Z,Ubuntu 22.04,rX53-22831,Anthropic,Chat Assistant,Global,EU-Central,No,,Approved,Medium,PHI,True,True,False,Encrypted in Transit,EU-NL,Exec,Privileged,,False,2025-05-24,Explicit,Indefinite,Completed,159,8,Multiple Flags,Resolved,13,2026-01-20,Compliant
erica10,christopherware@customer.com,Sales,Vendor,Financial manager,customer.com,Joy Buchanan,Suspended,Copilot,"Copilot,ChatGPT",2,True,False,19,190,3,18,2,59.6,2026-01-20T07:05:01.409091Z,Windows 10,VL30-28390,Microsoft,GenAI,EU,US-East,,Yes,Restricted,Low,Public,False,False,False,Both,US-NY,Finance,Privileged,Top-Secret,True,2026-01-20,Implied,30d,,88,5,Geo Anomaly,Resolved,2,2026-01-20,Breach
gregory28,amybranch@customer.com,HR,Vendor,English as a second language teacher,customer.com,Kimberly Thompson,Active,Perplexity,"Perplexity,Bing",2,True,True,27,176,0,8,0,44.4,2026-01-04T19:57:01.409921Z,Windows 10,Lg35-41149,Meta,Code Assistant,US,EU-West,Pending,Yes,Restricted,High,Public,False,False,False,Encrypted in Transit,EU-DE,Clinical,Privileged,Top-Secret,False,2025-11-06,Explicit,7yr,Completed,97,2,Geo Anomaly,Resolved,4,2026-01-20,Compliant
sarah00,harrisonjustin@customer.com,Engineering,Vendor,Structural engineer,customer.com,Jason Harris,Terminated,Gemini,"Gemini,Copilot",2,False,False,256,41,6,14,0,13.8,2026-01-09T14:43:01.410627Z,macOS 14,Ik84-31982,Google,GenAI,US,US-East,No,Yes,Under Review,Medium,PHI,True,True,False,Encrypted at Rest,EU-FR,IT,Privileged,,False,2025-07-21,,1yr,,34,4,Multiple Flags,Breach,49,2026-01-20,At Risk
ashleepowers,williamstheresa@customer.com,Finance,Contractor,Physiological scientist,customer.com,William Jacobs,Terminated,Perplexity,"Perplexity,Gemini",2,False,False,356,130,0,49,1,61.4,2026-01-21T09:41:01.411562Z,macOS 14,ff07-03966,Microsoft,Analytics,APAC,US-East,Yes,Yes,Restricted,High,Confidential,False,False,False,,US-CA,Exec,Privileged,Top-Secret,True,2026-01-13,Withdrawn,30d,Pending,43,19,Unusual Hours,Under Investigation,52,2026-01-20,Breach
billy62,fpeterson@customer.com,IT,Intern,Corporate investment banker,customer.com,Cindy Jones,Active,Claude,"Claude,Perplexity",2,False,True,441,130,0,32,0,5.3,2026-01-12T15:17:01.412565Z,Windows 11,Py07-69773,Google,Copilot,EU,US-East,Yes,Yes,Under Review,Medium,Public,False,False,False,Encrypted in Transit,EU-DE,Finance,Elevated,Top-Secret,False,2025-12-19,Withdrawn,1yr,Completed,174,11,,Under Investigation,31,2026-01-20,Breach
gregorypeterson,bradley12@customer.com,Security,Intern,Hydrologist,customer.com,Virginia Daniels,Terminated,ChatGPT,"ChatGPT,Copilot,Claude",3,True,True,100,146,9,46,0,73.4,2026-01-13T13:05:01.413572Z,Ubuntu 22.04,Wb61-50678,Google,Analytics,Global,EU-West,,Pending,Approved,High,Internal,False,False,False,Encrypted at Rest,US-CA,Admin,Elevated,,True,2025-08-11,Withdrawn,Indefinite,Completed,80,6,,,2,2026-01-20,Compliant
david37,adavis@customer.com,Security,Full-Time,"Designer, television/film set",customer.com,Kristin Owens,Active,Bing,"Bing,Claude",2,True,True,473,142,4,20,4,59.3,2025-12-25T10:40:01.414348Z,Windows 10,Vq17-74307,Anthropic,Code Assistant,US,EU-Central,Pending,Pending,Restricted,Low,Confidential,False,False,False,Encrypted in Transit,EU-FR,Exec,Admin,Confidential,True,2025-02-27,Explicit,Indefinite,Pending,90,14,Excessive Upload,,3,2026-01-20,Compliant
samanthaespinoza,xchoi@customer.com,Finance,Full-Time,Actuary,customer.com,Joshua Taylor,Terminated,ChatGPT,"ChatGPT,Perplexity",2,True,True,284,32,10,43,1,32.3,2026-01-05T06:48:01.415236Z,macOS 14,vg63-39111,OpenAI,Copilot,Global,EU-West,No,Pending,Restricted,Critical,Confidential,False,False,False,Both,EU-NL,Clinical,Admin,Secret,False,2025-07-24,,90d,Completed,185,4,Multiple Flags,,79,2026-01-20,Compliant
rreeves,townsendralph@customer.com,IT,Intern,Ambulance person,customer.com,Paul Kennedy,Suspended,Claude,Claude,1,False,True,448,87,7,48,4,54.6,2026-01-01T03:33:01.416331Z,Ubuntu 22.04,Gm34-11102,Anthropic,Analytics,Global,EU-West,No,Yes,Prohibited,Medium,Public,False,False,False,Both,EU-FR,Clinical,Standard,Top-Secret,False,2025-06-17,Implied,1yr,Completed,178,12,Unusual Hours,Resolved,59,2026-01-20,Compliant
martinezamanda,sararhodes@customer.com,Clinical,Full-Time,Manufacturing engineer,customer.com,Austin Colon,Active,Claude,"Claude,Gemini,Copilot",3,True,False,354,80,0,14,5,42.5,2025-12-25T00:38:01.417333Z,Windows 10,jh60-27715,Nvidia,Copilot,EU,US-East,No,Pending,Restricted,Low,PHI,True,True,False,,US-NY,Clinical,Admin,,False,2025-06-10,Implied,90d,,19,18,Excessive Upload,,33,2026-01-20,Breach
erinschultz,walkerclarence@customer.com,Clinical,Contractor,Scientific laboratory technician,customer.com,Luke Martin,Suspended,ChatGPT,"ChatGPT,Perplexity",2,False,True,335,134,8,44,4,24.1,2025-12-25T08:34:01.418299Z,Ubuntu 22.04,Cd39-52579,Meta,Chat Assistant,US,US-West,Yes,Yes,Restricted,High,Financial,False,True,True,Encrypted at Rest,EU-NL,Clinical,Standard,Confidential,True,2025-11-22,Withdrawn,7yr,Completed,101,9,Unusual Hours,,91,2026-01-20,At Risk
casey16,jimmy53@customer.com,HR,Intern,"Surveyor, hydrographic",customer.com,Kristen Nelson,Terminated,Copilot,"Copilot,Perplexity",2,False,True,450,178,6,35,4,85.4,2026-01-13T11:57:01.419468Z,Windows 11,vm45-59130,Microsoft,Copilot,Global,EU-West,,Pending,Approved,Medium,PHI,True,True,False,Both,US-NY,Admin,Standard,Secret,True,2025-10-28,Implied,Indefinite,Pending,20,14,Excessive Upload,,18,2026-01-20,Compliant
gomezryan,dawnlucero@customer.com,IT,Intern,"Surveyor, minerals",customer.com,Richard Morse,Terminated,Perplexity,"Perplexity,Bing",2,True,True,238,139,1,7,4,89.7,2025-12-27T16:11:01.420571Z,Ubuntu 22.04,Dc47-26601,Meta,Analytics,Global,Multi-Region,Yes,No,Approved,Medium,Confidential,False,False,False,,EU-FR,Exec,Elevated,Secret,False,2025-04-23,Implied,90d,Pending,168,18,,Resolved,48,2026-01-20,Compliant
zalexander,grobinson@customer.com,Legal,Contractor,Exercise physiologist,customer.com,Sabrina Miller,Inactive,Bing,Bing,1,False,False,129,166,3,37,4,88.5,2025-12-23T03:05:01.421713Z,Windows 11,Vq98-14077,Microsoft,Copilot,EU,EU-Central,Yes,,Restricted,Critical,Internal,False,False,False,Both,EU-FR,Exec,Standard,Top-Secret,True,2025-08-27,Withdrawn,90d,Pending,142,20,Unusual Hours,Resolved,72,2026-01-20,At Risk
bfrost,kempjulie@customer.com,IT,Contractor,Armed forces operational officer,customer.com,Rachel Nelson,Terminated,Bing,"Bing,Claude",2,True,True,47,125,5,37,1,93.6,2026-01-13T09:16:01.422990Z,Ubuntu 22.04,xd75-66428,Anthropic,Code Assistant,EU,EU-Central,,,Under Review,Critical,PHI,True,True,False,Encrypted in Transit,EU-NL,Finance,Elevated,Confidential,True,2025-11-09,Explicit,7yr,Pending,80,16,,Breach,42,2026-01-20,Compliant
wilsonstephanie,eherrera@customer.com,Sales,Full-Time,Lobbyist,customer.com,Adrian Parks,Inactive,Gemini,"Gemini,ChatGPT",2,True,False,122,140,0,19,0,46.2,2026-01-15T10:36:01.424214Z,macOS 13,UD37-28317,Microsoft,Analytics,APAC,Multi-Region,,No,Approved,High,PII,False,True,False,Both,US-NY,Admin,Privileged,Secret,False,2025-03-31,Implied,Indefinite,Pending,8,0,Multiple Flags,Resolved,31,2026-01-20,At Risk
mistylynch,kjones@customer.com,HR,Intern,"Clinical scientist, histocompatibility and immunogenetics",customer.com,Alison Bailey,Suspended,Bing,Bing,1,False,False,369,185,1,7,0,0.1,2025-12-23T17:25:01.424916Z,Ubuntu 22.04,wA92-07079,Microsoft,Chat Assistant,EU,EU-Central,No,Yes,Prohibited,Low,PHI,True,True,False,Encrypted in Transit,US-NY,Finance,Admin,Secret,True,2025-05-26,Implied,30d,Pending,194,11,Unusual Hours,,8,2026-01-20,At Risk
sramirez,monica78@customer.com,IT,Contractor,Logistics and distribution manager,customer.com,Sarah Miller,Suspended,Gemini,Gemini,1,False,False,434,187,1,3,4,44.3,2026-01-01T18:05:01.425576Z,macOS 14,Lr53-27881,Google,Search,EU,EU-West,No,,Prohibited,High,PII,False,True,False,,US-MA,Finance,Standard,,True,2025-04-10,Explicit,90d,Pending,157,16,Geo Anomaly,Resolved,12,2026-01-20,Breach
stewartbrian,michelleestrada@customer.com,HR,Intern,Sports development officer,customer.com,Brian Patel,Terminated,Copilot,Copilot,1,True,False,189,7,5,43,1,43.8,2025-12-29T16:42:01.426465Z,macOS 14,fI42-82442,Meta,GenAI,EU,EU-West,,No,Approved,Low,Confidential,False,False,False,Encrypted in Transit,EU-NL,Admin,Admin,,False,2025-05-02,,90d,,80,0,Geo Anomaly,,29,2026-01-20,Breach
xbernard,hallchristopher@customer.com,Finance,Contractor,"Engineer, biomedical",customer.com,Suzanne Martin,Active,Gemini,"Gemini,Claude,Perplexity",3,True,False,285,198,9,42,5,13.1,2026-01-09T02:45:01.427843Z,Ubuntu 22.04,Vk79-76562,Nvidia,Analytics,APAC,EU-West,Yes,Yes,Prohibited,Critical,PHI,True,True,False,,US-MA,Admin,Admin,,False,2025-06-10,Implied,90d,,94,10,Excessive Upload,Resolved,96,2026-01-20,Breach
estradalauren,denisemartinez@customer.com,Security,Vendor,Energy engineer,customer.com,Lisa Jones,Suspended,Bing,"Bing,ChatGPT,Copilot",3,False,False,322,60,8,1,1,81.4,2026-01-05T22:45:01.429066Z,Windows 11,lX12-17015,Meta,Code Assistant,APAC,Multi-Region,Pending,Pending,Approved,High,Public,False,False,False,,APAC-SG,Admin,Admin,Confidential,False,2025-04-28,Implied,30d,Pending,32,0,,Resolved,100,2026-01-20,At Risk
gdunn,coxsharon@customer.com,Finance,Contractor,Clinical psychologist,customer.com,Robert Craig,Terminated,Perplexity,"Perplexity,ChatGPT",2,False,False,390,53,9,38,5,65.4,2026-01-16T10:15:01.429978Z,Ubuntu 22.04,gF90-78031,OpenAI,Code Assistant,Global,US-East,,No,Restricted,Low,Financial,False,True,True,,EU-FR,Finance,Privileged,Secret,False,2025-11-08,Explicit,Indefinite,,132,11,Geo Anomaly,Breach,4,2026-01-20,Breach
todd76,laurenharrell@customer.com,Marketing,Full-Time,"Development worker, community",customer.com,Christopher Nunez,Suspended,Copilot,Copilot,1,True,True,96,125,9,41,4,49.1,2025-12-26T09:16:01.431014Z,macOS 13,WA36-62052,Nvidia,Copilot,Global,EU-West,No,,Approved,Low,Public,False,False,False,,US-MA,IT,Privileged,Secret,False,2025-08-23,Implied,7yr,Completed,46,0,Geo Anomaly,,91,2026-01-20,Breach
michaelking,daniel92@customer.com,Legal,Full-Time,Careers adviser,customer.com,Nicholas Burgess,Inactive,ChatGPT,"ChatGPT,Copilot,Bing",3,False,False,25,183,6,39,4,32.0,2026-01-12T00:21:01.432524Z,Ubuntu 22.04,Sl62-76565,Meta,Analytics,EU,EU-West,No,Pending,Approved,High,Public,False,False,False,Both,US-CA,IT,Admin,Secret,True,2025-08-08,,30d,Completed,75,11,Excessive Upload,Breach,81,2026-01-20,Breach
michael13,allenhammond@customer.com,Security,Contractor,Community development worker,customer.com,Jason Brooks,Suspended,Gemini,"Gemini,Perplexity,Claude",3,True,False,350,18,0,44,4,63.8,2026-01-10T05:13:01.433740Z,Windows 11,JV72-14367,Meta,Copilot,US,EU-Central,Yes,Pending,Under Review,Low,Confidential,False,False,False,Encrypted at Rest,US-MA,Admin,Privileged,Secret,False,2025-02-18,Implied,1yr,Completed,2,6,Excessive Upload,Under Investigation,57,2026-01-20,Breach
tlawson,annette62@customer.com,Security,Contractor,Camera operator,customer.com,Matthew Goodman,Active,Perplexity,"Perplexity,ChatGPT",2,False,False,495,28,2,28,4,60.5,2026-01-10T00:25:01.434754Z,Windows 11,wm24-52002,Anthropic,Copilot,EU,EU-West,Yes,Pending,Prohibited,Critical,Internal,False,False,False,Encrypted at Rest,EU-NL,Clinical,Elevated,Top-Secret,False,2025-01-27,Implied,30d,,55,0,Unusual Hours,,23,2026-01-20,At Risk
christina46,smithdesiree@customer.com,HR,Vendor,"Radiographer, diagnostic",customer.com,Monica Little,Terminated,Copilot,"Copilot,ChatGPT,Perplexity",3,False,True,392,21,8,29,2,28.6,2026-01-11T15:51:01.435646Z,macOS 14,WO47-09141,OpenAI,Code Assistant,APAC,US-East,Yes,,Prohibited,Low,Public,False,False,False,,EU-FR,Admin,Privileged,,False,2025-12-10,,90d,Completed,38,3,Multiple Flags,,33,2026-01-20,At Risk
kari01,samantha89@customer.com,HR,Full-Time,"Copywriter, advertising",customer.com,Christopher Willis,Terminated,Gemini,Gemini,1,True,False,36,169,7,2,2,18.6,2026-01-14T19:43:01.436419Z,Windows 10,IP05-34658,OpenAI,Analytics,APAC,Multi-Region,,Pending,Restricted,Low,PII,False,True,False,,US-MA,IT,Standard,,True,2025-12-22,Implied,1yr,Completed,17,1,Multiple Flags,,6,2026-01-20,At Risk
